order_id,customer_id,order_date,total_amount,order_status
2618,2718,2024-03-03,496.51,Pending
2619,2719,2024-03-04,338.39,Completed
2620,2720,2024-03-05,-14.52,Cancelled
2621,2721,2024-03-06,-45.49,Cancelled
2622,2722,2024-03-07,385.39,Completed
2623,2723,2024-03-08,391.12,Completed
2624,2724,2024-03-09,229.45,Completed
2625,2725,2024-03-10,466.85,Completed
2626,2726,2024-03-11,351.16,Pending
2627,2727,2024-03-12,316.86,Completed
2628,2728,2024-03-13,-41.26,Cancelled
2629,2729,2024-03-14,210.89,Completed
2630,2730,2024-03-15,109.25,Completed
2631,2731,2024-03-16,-13.16,Cancelled
2632,2732,2024-03-17,344.65,Pending
2633,2733,2024-03-18,409.68,Pending
2634,2734,2024-03-19,365.28,Completed
2635,2735,2024-03-20,160.91,Pending
2636,2736,2024-03-21,201.7,Completed
2637,2737,2024-03-22,258.29,Completed
2638,2738,2024-03-23,43.24,Completed
2639,2739,2024-03-24,-42.13,Cancelled
2640,2740,2024-03-25,216.29,Completed
2641,2741,2024-03-26,165.27,Completed
2642,2742,2024-03-27,114.2,Completed
2643,2743,2024-03-28,114.82,Completed
2644,2744,2024-03-29,117.66,Completed
2645,2745,2024-03-30,171.09,Completed
2646,2746,2024-03-31,209.12,Completed
2647,2747,2024-04-01,332.77,Completed
2648,2748,2024-04-02,4.29,Pending
2649,2749,2024-04-03,335.35,Completed
2650,2750,2024-04-04,178.34,Completed
2651,2751,2024-04-05,-21.25,Cancelled
2652,2752,2024-04-06,11.15,Completed
2653,2753,2024-04-07,288.85,Completed
2654,2754,2024-04-08,90.56,Completed
2655,2755,2024-04-09,91.1,Completed
2656,2756,2024-04-10,485.19,Pending
2657,2757,2024-04-11,156.37,Completed
2658,2758,2024-04-12,112.69,Pending
2659,2759,2024-04-13,8.44,Completed
2660,2760,2024-04-14,446.97,Completed
2661,2761,2024-04-15,376.08,Completed
2662,2762,2024-04-16,42.47,Completed
2663,2763,2024-04-17,244.5,Pending
2664,2764,2024-04-18,322.0,Completed
2665,2765,2024-04-19,10.24,Pending
2666,2766,2024-04-20,455.22,Completed
2667,2767,2024-04-21,27.69,Completed
2668,2768,2024-04-22,218.98,Completed
2669,2769,2024-04-23,0.93,Completed
2670,2770,2024-04-24,5.35,Completed
2671,2771,2024-04-25,186.42,Completed
2672,2772,2024-04-26,0.27,Completed
2673,2773,2024-04-27,79.56,Completed
2674,2774,2024-04-28,193.42,Pending
2675,2775,2024-04-29,348.34,Completed
2676,2776,2024-04-30,424.68,Completed
2677,2777,2024-05-01,-41.84,Cancelled
2678,2778,2024-05-02,60.48,Completed
2679,2779,2024-05-03,476.1,Pending
2680,2780,2024-05-04,219.79,Pending
2681,2781,2024-05-05,146.23,Pending
2682,2782,2024-05-06,256.85,Completed
2683,2783,2024-05-07,368.55,Completed
2684,2784,2024-05-08,223.86,Completed
2685,2785,2024-05-09,28.47,Completed
2686,2786,2024-05-10,342.4,Completed
2687,2787,2024-05-11,-5.89,Cancelled
2688,2788,2024-05-12,302.42,Completed
2689,2789,2024-05-13,80.79,Pending
2690,2790,2024-05-14,370.74,Completed
2691,2791,2024-05-15,-15.41,Cancelled
2692,2792,2024-05-16,424.25,Completed
2693,2793,2024-05-17,101.64,Pending
2694,2794,2024-05-18,49.86,Pending
2695,2795,2024-05-19,385.93,Completed
2696,2796,2024-05-20,353.75,Completed
2697,2797,2024-05-21,191.9,Completed
2698,2798,2024-05-22,248.83,Completed
2699,2799,2024-05-23,64.84,Completed
2700,2800,2024-05-24,7.5,Pending
2701,2801,2024-05-25,329.13,Pending
2702,2802,2024-05-26,382.78,Completed
2703,2803,2024-05-27,231.58,Pending
2704,2804,2024-05-28,325.71,Completed
2705,2805,2024-05-29,480.74,Pending
2706,2806,2024-05-30,422.11,Completed
2707,2807,2024-05-31,36.91,Pending
2708,2808,2024-06-01,25.28,Completed
2709,2809,2024-06-02,294.81,Pending
2710,2810,2024-06-03,121.65,Pending
2711,2811,2024-06-04,0.3,Completed
2712,2812,2024-06-05,25.93,Completed
2713,2813,2024-06-06,446.56,Pending
2714,2814,2024-06-07,145.92,Completed
2715,2815,2024-06-08,-45.72,Cancelled
2716,2816,2024-06-09,79.62,Pending
2717,2817,2024-06-10,458.38,Completed
2718,2818,2024-06-11,265.58,Completed
2719,2819,2024-06-12,78.64,Pending
2720,2820,2024-06-13,-12.09,Cancelled
2721,2821,2024-06-14,79.47,Completed
2722,2822,2024-06-15,317.85,Completed
2723,2823,2024-06-16,121.29,Completed
2724,2824,2024-06-17,478.83,Completed
2725,2825,2024-06-18,480.98,Completed
2726,2826,2024-06-19,180.94,Completed
2727,2827,2024-06-20,281.6,Completed
2728,2828,2024-06-21,481.88,Completed
2729,2829,2024-06-22,64.93,Pending
2730,2830,2024-06-23,119.97,Completed
2731,2831,2024-06-24,221.89,Completed
2732,2832,2024-06-25,260.85,Pending
2733,2833,2024-06-26,151.98,Pending
2734,2834,2024-06-27,12.82,Completed
2735,2835,2024-06-28,153.12,Completed
2736,2836,2024-06-29,70.12,Completed
2737,2837,2024-06-30,118.29,Completed
2738,2838,2024-07-01,23.18,Pending
2739,2839,2024-07-02,47.94,Pending
2740,2840,2024-07-03,231.82,Pending
2741,2841,2024-07-04,465.15,Pending
2742,2842,2024-07-05,383.9,Pending
2743,2843,2024-07-06,494.91,Completed
2744,2844,2024-07-07,55.8,Completed
2745,2845,2024-07-08,52.17,Completed
2746,2846,2024-07-09,-5.59,Cancelled
2747,2847,2024-07-10,234.4,Pending
2748,2848,2024-07-11,42.74,Completed
2749,2849,2024-07-12,53.35,Pending
2750,2850,2024-07-13,75.2,Pending
2751,2851,2024-07-14,30.56,Completed
2752,2852,2024-07-15,447.48,Completed
2753,2853,2024-07-16,480.15,Completed
2754,2854,2024-07-17,106.85,Completed
2755,2855,2024-07-18,121.62,Completed
2756,2856,2024-07-19,429.99,Completed
2757,2857,2024-07-20,127.35,Completed
2758,2858,2024-07-21,179.6,Completed
2759,2859,2024-07-22,364.3,Pending
2760,2860,2024-07-23,361.43,Pending
2761,2861,2024-07-24,369.85,Pending
2762,2862,2024-07-25,-32.73,Cancelled
2763,2863,2024-07-26,395.02,Completed
2764,2864,2024-07-27,133.66,Completed
2765,2865,2024-07-28,38.13,Completed
2766,2866,2024-07-29,231.28,Completed
2767,2867,2024-07-30,112.08,Pending
2768,2868,2024-07-31,211.14,Completed
2769,2869,2024-08-01,246.71,Completed
2770,2870,2024-08-02,124.27,Completed
2771,2871,2024-08-03,72.79,Completed
2772,2872,2024-08-04,-37.17,Cancelled
2773,2873,2024-08-05,458.75,Pending
2774,2874,2024-08-06,51.81,Completed
2775,2875,2024-08-07,60.83,Completed
2776,2876,2024-08-08,436.4,Completed
2777,2877,2024-08-09,455.52,Pending
2778,2878,2024-08-10,148.37,Completed
2779,2879,2024-08-11,313.05,Completed
2780,2880,2024-08-12,23.32,Completed
2781,2881,2024-08-13,259.8,Pending
2782,2882,2024-08-14,177.13,Pending
2783,2883,2024-08-15,281.74,Pending
2784,2884,2024-08-16,477.49,Completed
2785,2885,2024-08-17,140.45,Completed
2786,2886,2024-08-18,494.93,Pending
2787,2887,2024-08-19,267.24,Completed
2788,2888,2024-08-20,483.67,Pending
2789,2889,2024-08-21,407.14,Completed
2790,2890,2024-08-22,155.24,Pending
2791,2891,2024-08-23,354.3,Completed
2792,2892,2024-08-24,283.44,Completed
2793,2893,2024-08-25,121.07,Completed
2794,2894,2024-08-26,373.17,Completed
2795,2895,2024-08-27,379.7,Completed
2796,2896,2024-08-28,-5.09,Cancelled
2797,2897,2024-08-29,89.59,Pending
2798,2898,2024-08-30,137.85,Pending
2799,2899,2024-08-31,-28.06,Cancelled
2800,2900,2024-09-01,101.49,Pending
2801,2901,2024-09-02,300.39,Pending
2802,2902,2024-09-03,262.33,Completed
2803,2903,2024-09-04,36.71,Completed
2804,2904,2024-09-05,342.18,Completed
2805,2905,2024-09-06,-37.24,Cancelled
2806,2906,2024-09-07,68.48,Completed
2807,2907,2024-09-08,179.83,Pending
2808,2908,2024-09-09,-29.81,Cancelled
2809,2909,2024-09-10,387.95,Pending
2810,2910,2024-09-11,187.07,Completed
2811,2911,2024-09-12,493.1,Pending
2812,2912,2024-09-13,438.18,Completed
2813,2913,2024-09-14,140.64,Completed
2814,2914,2024-09-15,148.7,Pending
2815,2915,2024-09-16,378.12,Completed
2816,2916,2024-09-17,40.57,Completed
2817,2917,2024-09-18,67.0,Completed
2818,2918,2024-09-19,-5.96,Cancelled
2819,2919,2024-09-20,100.75,Completed
2820,2920,2024-09-21,300.63,Completed
2821,2921,2024-09-22,368.14,Completed
2822,2922,2024-09-23,188.26,Pending
2823,2923,2024-09-24,3.12,Pending
2824,2924,2024-09-25,31.04,Pending
2825,2925,2024-09-26,397.37,Completed
2826,2926,2024-09-27,366.09,Pending
2827,2927,2024-09-28,104.2,Completed
2828,2928,2024-09-29,96.89,Completed
2829,2929,2024-09-30,306.07,Completed
2830,2930,2024-10-01,5.54,Completed
2831,2931,2024-10-02,389.95,Completed
2832,2932,2024-10-03,454.71,Completed
2833,2933,2024-10-04,248.26,Completed
2834,2934,2024-10-05,433.27,Pending
2835,2935,2024-10-06,333.26,Completed
2836,2936,2024-10-07,344.03,Completed
2837,2937,2024-10-08,99.51,Pending
2838,2938,2024-10-09,22.3,Completed
2839,2939,2024-10-10,116.58,Completed
2840,2940,2024-10-11,357.82,Pending
2841,2941,2024-10-12,451.2,Completed
2842,2942,2024-10-13,429.74,Completed
2843,2943,2024-10-14,351.29,Completed
2844,2944,2024-10-15,339.96,Completed
2845,2945,2024-10-16,150.0,Completed
2846,2946,2024-10-17,336.25,Completed
2847,2947,2024-10-18,91.21,Completed
2848,2948,2024-10-19,101.33,Completed
2849,2949,2024-10-20,380.74,Completed
2850,2950,2024-10-21,339.81,Pending
2851,2951,2024-10-22,181.45,Completed
2852,2952,2024-10-23,151.15,Completed
2853,2953,2024-10-24,-33.96,Cancelled
2854,2954,2024-10-25,98.1,Pending
2855,2955,2024-10-26,479.79,Completed
2856,2956,2024-10-27,341.44,Completed
2857,2957,2024-10-28,356.05,Completed
2858,2958,2024-10-29,94.78,Completed
2859,2959,2024-10-30,301.78,Completed
2860,2960,2024-10-31,5.18,Completed
2861,2961,2024-11-01,307.37,Completed
2862,2962,2024-11-02,348.46,Completed
2863,2963,2024-11-03,55.31,Pending
2864,2964,2024-11-04,105.26,Completed
2865,2965,2024-11-05,128.22,Pending
2866,2966,2024-11-06,187.86,Completed
2867,2967,2024-11-07,316.93,Completed
2868,2968,2024-11-08,200.69,Completed
2869,2969,2024-11-09,115.88,Completed
2870,2970,2024-11-10,28.06,Pending
2871,2971,2024-11-11,249.83,Completed
2872,2972,2024-11-12,263.37,Completed
2873,2973,2024-11-13,122.71,Completed
2874,2974,2024-11-14,433.98,Completed
2875,2975,2024-11-15,24.23,Pending
2876,2976,2024-11-16,32.03,Completed
2877,2977,2024-11-17,225.72,Completed
2878,2978,2024-11-18,296.62,Pending
2879,2979,2024-11-19,441.32,Completed
2880,2980,2024-11-20,47.32,Completed
2881,2981,2024-11-21,302.93,Completed
2882,2982,2024-11-22,164.82,Completed
2883,2983,2024-11-23,127.56,Completed
2884,2984,2024-11-24,-49.11,Cancelled
2885,2985,2024-11-25,438.05,Completed
2886,2986,2024-11-26,401.28,Pending
2887,2987,2024-11-27,434.36,Completed
2888,2988,2024-11-28,171.72,Pending
2889,2989,2024-11-29,112.0,Completed
2890,2990,2024-11-30,256.05,Completed
2891,2991,2024-12-01,152.21,Pending
2892,2992,2024-12-02,203.66,Pending
2893,2993,2024-12-03,263.6,Completed
2894,2994,2024-12-04,419.81,Completed
2895,2995,2024-12-05,178.33,Pending
2896,2996,2024-12-06,77.68,Completed
2897,2997,2024-12-07,172.34,Completed
2898,2998,2024-12-08,134.74,Completed
2899,2999,2024-12-09,453.18,Completed
2900,3000,2024-12-10,73.91,Completed
2901,3001,2024-12-11,142.4,Completed
2902,3002,2024-12-12,424.28,Completed
2903,3003,2024-12-13,283.21,Pending
2904,3004,2024-12-14,439.24,Completed
2905,3005,2024-12-15,164.58,Completed
2906,3006,2024-12-16,136.5,Completed
2907,3007,2024-12-17,422.48,Completed
2908,3008,2024-12-18,97.6,Completed
2909,3009,2024-12-19,94.74,Pending
2910,3010,2024-12-20,490.57,Completed
2911,3011,2024-12-21,297.89,Pending
2912,3012,2024-12-22,110.68,Completed
2913,3013,2024-12-23,138.09,Pending
2914,3014,2024-12-24,467.7,Completed
2915,3015,2024-12-25,60.86,Completed
2916,3016,2024-12-26,73.47,Pending
2917,3017,2024-12-27,-42.02,Cancelled
2918,3018,2024-12-28,220.27,Completed
2919,3019,2024-12-29,39.0,Pending
2920,3020,2024-12-30,81.56,Completed
2921,3021,2024-01-01,210.84,Completed
2922,3022,2024-01-02,80.46,Completed
2923,3023,2024-01-03,54.76,Completed
2924,3024,2024-01-04,423.75,Completed
2925,3025,2024-01-05,55.87,Pending
2926,3026,2024-01-06,225.09,Pending
2927,3027,2024-01-07,305.45,Completed
2928,3028,2024-01-08,66.44,Pending
2929,3029,2024-01-09,301.19,Completed
2930,3030,2024-01-10,306.11,Completed
2931,3031,2024-01-11,47.99,Completed
2932,3032,2024-01-12,395.22,Pending
2933,3033,2024-01-13,149.14,Completed
2934,3034,2024-01-14,336.74,Completed
2935,3035,2024-01-15,-14.16,Cancelled
2936,3036,2024-01-16,-40.02,Cancelled
2937,3037,2024-01-17,304.48,Completed
2938,3038,2024-01-18,203.09,Pending
2939,3039,2024-01-19,407.23,Completed
2940,3040,2024-01-20,424.92,Completed
2941,3041,2024-01-21,350.97,Completed
2942,3042,2024-01-22,154.54,Pending
2943,3043,2024-01-23,51.52,Completed
2944,3044,2024-01-24,83.75,Completed
2945,3045,2024-01-25,98.63,Completed
2946,3046,2024-01-26,356.95,Pending
2947,3047,2024-01-27,193.67,Completed
2948,3048,2024-01-28,188.29,Completed
2949,3049,2024-01-29,410.09,Completed
2950,3050,2024-01-30,-20.57,Cancelled
2951,3051,2024-01-31,336.76,Pending
2952,3052,2024-02-01,-0.12,Cancelled
2953,3053,2024-02-02,394.92,Completed
2954,3054,2024-02-03,119.23,Pending
2955,3055,2024-02-04,29.82,Pending
2956,3056,2024-02-05,129.35,Completed
2957,3057,2024-02-06,-32.79,Cancelled
2958,3058,2024-02-07,109.37,Completed
2959,3059,2024-02-08,426.11,Completed
2960,3060,2024-02-09,365.36,Completed
2961,3061,2024-02-10,287.23,Completed
2962,3062,2024-02-11,449.02,Completed
2963,3063,2024-02-12,304.38,Completed
2964,3064,2024-02-13,444.03,Completed
2965,3065,2024-02-14,248.88,Completed
2966,3066,2024-02-15,-21.43,Cancelled
2967,3067,2024-02-16,402.9,Completed
2968,3068,2024-02-17,354.47,Pending
2969,3069,2024-02-18,-23.66,Cancelled
2970,3070,2024-02-19,413.05,Completed
2971,3071,2024-02-20,276.22,Completed
2972,3072,2024-02-21,18.48,Completed
2973,3073,2024-02-22,414.14,Completed
2974,3074,2024-02-23,324.1,Completed
2975,3075,2024-02-24,-32.61,Cancelled
2976,3076,2024-02-25,402.92,Completed
2977,3077,2024-02-26,84.38,Completed
2978,3078,2024-02-27,68.92,Pending
2979,3079,2024-02-28,331.04,Completed
2980,3080,2024-02-29,110.02,Completed
2981,3081,2024-03-01,219.16,Completed
2982,3082,2024-03-02,216.53,Pending
2983,3083,2024-03-03,183.85,Completed
2984,3084,2024-03-04,365.63,Completed
2985,3085,2024-03-05,426.01,Completed
2986,3086,2024-03-06,284.93,Completed
2987,3087,2024-03-07,450.78,Completed
2988,3088,2024-03-08,258.19,Completed
2989,3089,2024-03-09,495.11,Pending
2990,3090,2024-03-10,-15.73,Cancelled
2991,3091,2024-03-11,348.74,Completed
2992,3092,2024-03-12,115.16,Completed
2993,3093,2024-03-13,497.45,Completed
2994,3094,2024-03-14,163.63,Completed
2995,3095,2024-03-15,386.7,Completed
2996,3096,2024-03-16,485.62,Pending
2997,3097,2024-03-17,-14.73,Cancelled
2998,3098,2024-03-18,394.66,Pending
2999,3099,2024-03-19,74.66,Completed
3000,3100,2024-03-20,14.66,Completed
3001,3101,2024-03-21,276.85,Pending
3002,3102,2024-03-22,365.93,Completed
3003,3103,2024-03-23,213.09,Pending
3004,3104,2024-03-24,332.63,Pending
3005,3105,2024-03-25,135.89,Completed
3006,3106,2024-03-26,491.5,Completed
3007,3107,2024-03-27,208.47,Pending
3008,3108,2024-03-28,348.8,Completed
3009,3109,2024-03-29,329.64,Completed
3010,3110,2024-03-30,-39.06,Cancelled
3011,3111,2024-03-31,49.9,Completed
3012,3112,2024-04-01,-10.93,Cancelled
3013,3113,2024-04-02,195.59,Completed
3014,3114,2024-04-03,-1.97,Cancelled
3015,3115,2024-04-04,56.18,Completed
3016,3116,2024-04-05,97.55,Pending
3017,3117,2024-04-06,337.05,Completed
3018,3118,2024-04-07,325.79,Completed
3019,3119,2024-04-08,369.02,Pending
3020,3120,2024-04-09,72.28,Completed
3021,3121,2024-04-10,107.45,Completed
3022,3122,2024-04-11,405.86,Completed
3023,3123,2024-04-12,495.74,Pending
3024,3124,2024-04-13,172.8,Completed
3025,3125,2024-04-14,344.25,Pending
3026,3126,2024-04-15,271.23,Completed
3027,3127,2024-04-16,247.59,Pending
3028,3128,2024-04-17,-21.76,Cancelled
3029,3129,2024-04-18,385.55,Pending
3030,3130,2024-04-19,-15.08,Cancelled
3031,3131,2024-04-20,8.39,Pending
3032,3132,2024-04-21,238.34,Completed
3033,3133,2024-04-22,-20.88,Cancelled
3034,3134,2024-04-23,316.25,Completed
3035,3135,2024-04-24,152.56,Pending
3036,3136,2024-04-25,-3.6,Cancelled
3037,3137,2024-04-26,178.62,Completed
3038,3138,2024-04-27,23.89,Completed
3039,3139,2024-04-28,189.5,Pending
3040,3140,2024-04-29,98.64,Completed
3041,3141,2024-04-30,371.61,Completed
3042,3142,2024-05-01,397.9,Completed
3043,3143,2024-05-02,-5.87,Cancelled
3044,3144,2024-05-03,247.3,Pending
3045,3145,2024-05-04,471.65,Completed
3046,3146,2024-05-05,463.11,Pending
3047,3147,2024-05-06,-1.85,Cancelled
3048,3148,2024-05-07,-12.35,Cancelled
3049,3149,2024-05-08,343.01,Completed
3050,3150,2024-05-09,-31.05,Cancelled
3051,3151,2024-05-10,319.5,Completed
3052,3152,2024-05-11,446.49,Completed
3053,3153,2024-05-12,15.03,Completed
3054,3154,2024-05-13,73.53,Completed
3055,3155,2024-05-14,421.18,Completed
3056,3156,2024-05-15,463.64,Completed
3057,3157,2024-05-16,5.65,Pending
3058,3158,2024-05-17,335.42,Completed
3059,3159,2024-05-18,76.0,Pending
3060,3160,2024-05-19,463.55,Completed
3061,3161,2024-05-20,472.3,Completed
3062,3162,2024-05-21,-30.88,Cancelled
3063,3163,2024-05-22,375.33,Completed
3064,3164,2024-05-23,-22.3,Cancelled
3065,3165,2024-05-24,189.42,Completed
3066,3166,2024-05-25,300.95,Pending
3067,3167,2024-05-26,313.6,Completed
3068,3168,2024-05-27,74.22,Completed
3069,3169,2024-05-28,404.12,Pending
3070,3170,2024-05-29,189.68,Completed
3071,3171,2024-05-30,215.77,Completed
3072,3172,2024-05-31,86.72,Completed
3073,3173,2024-06-01,309.21,Completed
3074,3174,2024-06-02,482.21,Completed
3075,3175,2024-06-03,319.58,Pending
3076,3176,2024-06-04,2.42,Completed
3077,3177,2024-06-05,165.4,Completed
3078,3178,2024-06-06,473.65,Pending
3079,3179,2024-06-07,396.5,Completed
3080,3180,2024-06-08,247.55,Completed
3081,3181,2024-06-09,-15.84,Cancelled
3082,3182,2024-06-10,-2.13,Cancelled
3083,3183,2024-06-11,264.79,Pending
3084,3184,2024-06-12,175.65,Pending
3085,3185,2024-06-13,300.0,Completed
3086,3186,2024-06-14,262.85,Completed
3087,3187,2024-06-15,199.88,Pending
3088,3188,2024-06-16,90.44,Completed
3089,3189,2024-06-17,487.67,Completed
3090,3190,2024-06-18,62.81,Pending
3091,3191,2024-06-19,142.65,Completed
3092,3192,2024-06-20,-39.67,Cancelled
3093,3193,2024-06-21,42.05,Completed
3094,3194,2024-06-22,186.22,Completed
3095,3195,2024-06-23,352.41,Completed
3096,3196,2024-06-24,394.59,Completed
3097,3197,2024-06-25,295.65,Completed
3098,3198,2024-06-26,156.27,Completed
3099,3199,2024-06-27,171.85,Completed
3100,3200,2024-06-28,167.01,Completed
3101,3201,2024-06-29,397.86,Completed
3102,3202,2024-06-30,10.93,Completed
3103,3203,2024-07-01,480.69,Completed
3104,3204,2024-07-02,174.9,Completed
3105,3205,2024-07-03,295.87,Pending
3106,3206,2024-07-04,191.89,Pending
3107,3207,2024-07-05,351.45,Completed
3108,3208,2024-07-06,170.58,Completed
3109,3209,2024-07-07,436.75,Completed
3110,3210,2024-07-08,442.99,Completed
3111,3211,2024-07-09,164.38,Completed
3112,3212,2024-07-10,263.86,Pending
3113,3213,2024-07-11,-7.57,Cancelled
3114,3214,2024-07-12,117.9,Completed
3115,3215,2024-07-13,417.1,Completed
3116,3216,2024-07-14,360.27,Pending
3117,3217,2024-07-15,-49.69,Cancelled
3118,3218,2024-07-16,41.56,Completed
3119,3219,2024-07-17,190.87,Completed
3120,3220,2024-07-18,45.2,Completed
3121,3221,2024-07-19,462.96,Completed
3122,3222,2024-07-20,24.99,Pending
3123,3223,2024-07-21,233.09,Completed
3124,3224,2024-07-22,366.56,Completed
3125,3225,2024-07-23,364.61,Completed
3126,3226,2024-07-24,-23.87,Cancelled
3127,3227,2024-07-25,126.81,Completed
3128,3228,2024-07-26,-25.62,Cancelled
3129,3229,2024-07-27,251.47,Completed
3130,3230,2024-07-28,132.39,Completed
3131,3231,2024-07-29,345.53,Completed
3132,3232,2024-07-30,320.66,Pending
3133,3233,2024-07-31,277.43,Pending
3134,3234,2024-08-01,226.07,Completed
3135,3235,2024-08-02,301.98,Completed
3136,3236,2024-08-03,76.36,Completed
3137,3237,2024-08-04,310.15,Pending
3138,3238,2024-08-05,167.93,Completed
3139,3239,2024-08-06,105.01,Completed
3140,3240,2024-08-07,132.19,Completed
3141,3241,2024-08-08,453.75,Completed
3142,3242,2024-08-09,226.82,Completed
3143,3243,2024-08-10,460.22,Completed
3144,3244,2024-08-11,-35.36,Cancelled
3145,3245,2024-08-12,7.08,Completed
3146,3246,2024-08-13,32.72,Completed
3147,3247,2024-08-14,235.41,Completed
3148,3248,2024-08-15,89.4,Completed
3149,3249,2024-08-16,455.97,Completed
3150,3250,2024-08-17,425.31,Pending
3151,3251,2024-08-18,5.55,Pending
3152,3252,2024-08-19,173.39,Completed
3153,3253,2024-08-20,202.58,Completed
3154,3254,2024-08-21,358.43,Completed
3155,3255,2024-08-22,366.6,Completed
3156,3256,2024-08-23,113.72,Completed
3157,3257,2024-08-24,351.29,Completed
3158,3258,2024-08-25,7.82,Completed
3159,3259,2024-08-26,354.55,Completed
3160,3260,2024-08-27,161.68,Pending
3161,3261,2024-08-28,191.11,Completed
3162,3262,2024-08-29,40.92,Pending
3163,3263,2024-08-30,298.42,Pending
3164,3264,2024-08-31,187.94,Completed
3165,3265,2024-09-01,129.48,Completed
3166,3266,2024-09-02,433.66,Completed
3167,3267,2024-09-03,286.64,Completed
3168,3268,2024-09-04,-3.9,Cancelled
3169,3269,2024-09-05,103.01,Completed
3170,3270,2024-09-06,360.2,Completed
3171,3271,2024-09-07,366.15,Completed
3172,3272,2024-09-08,493.72,Completed
3173,3273,2024-09-09,297.67,Completed
3174,3274,2024-09-10,499.48,Completed
3175,3275,2024-09-11,448.72,Completed
3176,3276,2024-09-12,367.2,Completed
3177,3277,2024-09-13,404.16,Completed
3178,3278,2024-09-14,452.04,Completed
3179,3279,2024-09-15,-21.54,Cancelled
3180,3280,2024-09-16,359.11,Completed
3181,3281,2024-09-17,50.41,Pending
3182,3282,2024-09-18,40.35,Pending
3183,3283,2024-09-19,239.22,Pending
3184,3284,2024-09-20,170.46,Pending
3185,3285,2024-09-21,259.44,Pending
3186,3286,2024-09-22,129.46,Completed
3187,3287,2024-09-23,398.11,Completed
3188,3288,2024-09-24,51.07,Pending
3189,3289,2024-09-25,188.79,Completed
3190,3290,2024-09-26,151.5,Pending
3191,3291,2024-09-27,430.74,Pending
3192,3292,2024-09-28,489.78,Completed
3193,3293,2024-09-29,439.92,Completed
3194,3294,2024-09-30,344.94,Completed
3195,3295,2024-10-01,-1.58,Cancelled
3196,3296,2024-10-02,143.12,Completed
3197,3297,2024-10-03,443.98,Pending
3198,3298,2024-10-04,423.73,Pending
3199,3299,2024-10-05,116.91,Completed
3200,3300,2024-10-06,-33.8,Cancelled
3201,3301,2024-10-07,498.11,Completed
3202,3302,2024-10-08,458.18,Completed
3203,3303,2024-10-09,363.1,Completed
3204,3304,2024-10-10,336.64,Completed
3205,3305,2024-10-11,314.32,Completed
3206,3306,2024-10-12,356.1,Pending
3207,3307,2024-10-13,7.94,Pending
3208,3308,2024-10-14,193.13,Completed
3209,3309,2024-10-15,140.84,Completed
3210,3310,2024-10-16,209.7,Completed
3211,3311,2024-10-17,-4.17,Cancelled
3212,3312,2024-10-18,255.38,Completed
3213,3313,2024-10-19,331.91,Completed
3214,3314,2024-10-20,32.01,Completed
3215,3315,2024-10-21,72.34,Completed
3216,3316,2024-10-22,115.68,Completed
3217,3317,2024-10-23,453.49,Completed
3218,3318,2024-10-24,457.23,Completed
3219,3319,2024-10-25,86.34,Completed
3220,3320,2024-10-26,278.65,Pending
3221,3321,2024-10-27,421.69,Completed
3222,3322,2024-10-28,310.57,Completed
3223,3323,2024-10-29,226.98,Completed
3224,3324,2024-10-30,362.93,Completed
3225,3325,2024-10-31,395.73,Completed
3226,3326,2024-11-01,56.8,Completed
3227,3327,2024-11-02,357.46,Pending
3228,3328,2024-11-03,460.52,Pending
3229,3329,2024-11-04,471.34,Completed
3230,3330,2024-11-05,418.2,Completed
3231,3331,2024-11-06,136.53,Completed
3232,3332,2024-11-07,219.69,Pending
3233,3333,2024-11-08,385.68,Completed
3234,3334,2024-11-09,410.24,Completed
3235,3335,2024-11-10,51.1,Completed
3236,3336,2024-11-11,107.83,Completed
3237,3337,2024-11-12,80.81,Pending
3238,3338,2024-11-13,209.97,Completed
3239,3339,2024-11-14,141.85,Pending
3240,3340,2024-11-15,450.72,Pending
3241,3341,2024-11-16,249.34,Completed
3242,3342,2024-11-17,199.93,Pending
3243,3343,2024-11-18,230.41,Completed
3244,3344,2024-11-19,106.91,Completed
3245,3345,2024-11-20,16.91,Pending
3246,3346,2024-11-21,13.11,Completed
3247,3347,2024-11-22,201.95,Completed
3248,3348,2024-11-23,68.04,Completed
3249,3349,2024-11-24,174.69,Completed
3250,3350,2024-11-25,344.58,Completed
3251,3351,2024-11-26,379.48,Completed
3252,3352,2024-11-27,443.98,Completed
3253,3353,2024-11-28,45.07,Completed
3254,3354,2024-11-29,134.91,Pending
3255,3355,2024-11-30,170.33,Completed
3256,3356,2024-12-01,404.12,Completed
3257,3357,2024-12-02,139.61,Completed
3258,3358,2024-12-03,403.54,Pending
3259,3359,2024-12-04,94.95,Completed
3260,3360,2024-12-05,444.37,Pending
3261,3361,2024-12-06,457.24,Pending
3262,3362,2024-12-07,-45.57,Cancelled
3263,3363,2024-12-08,425.97,Completed
3264,3364,2024-12-09,448.16,Completed
3265,3365,2024-12-10,-40.65,Cancelled
3266,3366,2024-12-11,-30.92,Cancelled
3267,3367,2024-12-12,256.63,Completed
3268,3368,2024-12-13,96.85,Completed
3269,3369,2024-12-14,361.84,Completed
3270,3370,2024-12-15,47.67,Pending
3271,3371,2024-12-16,360.06,Completed
3272,3372,2024-12-17,337.68,Completed
3273,3373,2024-12-18,93.73,Completed
